concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
1065,06/06/2014,12,20,14,21,05,15,04,02,19,24,06,25,17,22,03,6,788,17103,220304,1179498,307523.49,1029.25,15.00,6.00,3.00
1066,09/06/2014,10,24,06,16,21,05,04,22,14,11,17,19,02,18,23,1,315,13142,188528,1059026,2013464.58,1966.75,15.00,6.00,3.00
1067,11/06/2014,21,15,01,03,05,14,02,11,17,04,10,25,07,13,22,3,398,15792,226013,1238826,545041.79,1264.11,15.00,6.00,3.00
1068,13/06/2014,24,20,18,10,14,17,11,13,21,15,16,06,02,22,07,1,395,14346,194839,1046445,1617102.55,1259.67,15.00,6.00,3.00
1069,16/06/2014,22,23,17,15,01,11,16,04,08,12,03,10,13,25,24,4,462,15977,204302,1150636,437233.75,1663.98,15.00,6.00,3.00
1070,18/06/2014,09,22,18,23,04,20,25,11,13,19,12,10,21,16,24,1,446,13763,182171,946984,1563785.03,1541.20,15.00,6.00,3.00
1071,20/06/2014,11,06,14,16,03,02,13,17,21,04,22,24,05,10,12,2,372,13805,176088,946178,709026.20,1675.59,15.00,6.00,3.00
1072,23/06/2014,02,04,07,22,23,25,14,17,20,03,13,01,05,15,09,5,440,17225,223743,1059395,204871.68,1023.33,15.00,6.00,3.00
1073,25/06/2014,13,20,17,16,23,05,03,06,01,19,22,04,07,24,21,0,281,10753,165239,942582,0.00,1823.63,15.00,6.00,3.00
1074,27/06/2014,09,10,08,25,13,11,17,22,23,24,21,01,04,07,20,2,1067,22038,295885,1604599,1843775.56,833.03,15.00,6.00,3.00
1075,30/06/2014,21,15,16,24,06,17,01,18,22,12,02,23,25,09,10,1,463,11267,162575,978847,1956340.53,1300.11,15.00,6.00,3.00
1076,02/07/2014,18,15,12,11,20,13,17,09,16,25,04,14,21,10,22,3,420,14168,200497,1029069,623595.11,1370.54,15.00,6.00,3.00
1077,04/07/2014,20,19,12,13,02,05,08,24,07,15,06,21,14,10,01,3,549,15166,178761,1020398,532018.11,1277.89,15.00,6.00,3.00
1078,07/07/2014,23,13,06,24,11,25,02,10,21,07,18,17,05,04,09,2,583,21071,243726,1269257,740655.16,1116.85,15.00,6.00,3.00
1079,09/07/2014,15,24,06,11,22,05,13,20,16,19,08,17,07,21,14,4,342,12621,162490,890341,336289.73,1728.88,15.00,6.00,3.00
1080,11/07/2014,05,14,03,17,12,21,02,16,10,06,23,22,15,25,11,2,376,15540,216713,1183330,977364.19,1599.62,15.00,6.00,3.00
1081,14/07/2014,21,10,05,16,13,12,14,01,15,22,18,19,06,07,23,2,398,15915,184400,1055715,940950.46,1454.89,15.00,6.00,3.00
1082,16/07/2014,24,10,09,19,11,07,23,16,03,18,17,21,13,22,15,2,558,21671,260355,1300852,654156.58,1030.61,15.00,6.00,3.00
1083,18/07/2014,01,18,20,11,16,24,17,04,06,23,02,13,03,22,21,1,344,13615,217109,1133008,1787391.37,1598.74,15.00,6.00,3.00
1084,21/07/2014,07,04,24,25,17,18,01,06,21,13,09,05,03,02,10,4,611,25029,214235,1163531,429868.18,1237.00,15.00,6.00,3.00
1085,23/07/2014,25,19,21,07,09,14,06,10,18,23,08,03,24,16,22,4,384,17836,170952,1024860,494269.81,1584.20,15.00,6.00,3.00
1086,25/07/2014,19,07,24,21,12,15,05,17,02,13,18,04,10,22,23,6,859,26010,267172,1349851,207042.29,635.67,15.00,6.00,3.00
1087,28/07/2014,06,17,19,02,24,18,16,20,12,03,23,04,09,13,21,3,466,17654,221277,1146365,554888.77,1570.21,15.00,6.00,3.00
1088,30/07/2014,06,19,12,22,07,03,01,02,18,10,05,13,09,20,23,3,539,18869,229484,1160548,526328.49,1287.68,15.00,6.00,3.00
1089,01/08/2014,15,08,04,16,24,03,23,06,02,13,22,14,12,21,19,6,706,21119,260662,1316282,268869.96,1004.40,15.00,6.00,3.00
1090,04/08/2014,11,22,15,09,05,21,14,20,24,18,13,03,10,08,17,6,710,22999,259637,1319016,268469.06,997.25,15.00,6.00,3.00
1091,06/08/2014,05,07,06,25,16,04,23,24,13,20,14,10,09,02,12,1,515,19097,242520,1260300,1741767.42,1486.62,15.00,6.00,3.00
1092,08/08/2014,25,04,24,05,20,09,14,22,08,11,13,12,15,18,19,0,515,17302,220281,1260018,0.00,1635.41,15.00,6.00,3.00
1093,11/08/2014,01,10,05,11,06,18,04,09,25,22,23,24,21,02,13,6,791,33037,314914,1666212,681475.69,1207.40,15.00,6.00,3.00
1094,13/08/2014,22,05,16,10,03,02,09,08,14,01,04,06,12,19,25,1,495,16620,209370,1146233,1904616.90,1691.30,15.00,6.00,3.00
1095,15/08/2014,16,02,24,09,15,21,22,05,18,25,06,17,03,23,07,5,429,17340,214567,1219979,330935.28,1695.40,15.00,6.00,3.00
1096,18/08/2014,25,12,08,04,22,20,13,23,02,07,10,14,21,15,01,1,387,16631,224796,1244102,1748819.90,1390.44,15.00,6.00,3.00
1097,20/08/2014,10,04,16,09,24,12,15,23,18,25,20,19,14,05,06,2,558,18004,228483,1143605,857449.65,1350.89,15.00,6.00,3.00
1098,22/08/2014,11,14,12,07,25,24,23,16,03,10,15,04,18,08,05,6,501,17499,221545,1172307,298311.84,1570.37,15.00,6.00,3.00
1099,25/08/2014,08,22,14,07,11,16,06,03,24,25,23,21,02,12,13,0,445,13926,204099,1108572,0.00,1278.83,15.00,6.00,3.00
1100,27/08/2014,24,16,07,11,14,18,06,10,23,20,05,19,09,15,12,6,606,32047,252092,1357968,672700.14,1586.11,15.00,6.00,3.00
1101,29/08/2014,01,10,03,25,24,23,11,18,17,19,06,02,09,15,13,4,705,20531,233817,1204560,332700.25,829.74,15.00,6.00,3.00
1102,07/09/2014,03,20,18,06,08,02,19,15,23,24,21,14,22,12,05,43,5889,208949,2486760,12497682,1821021.77,1289.49,15.00,6.00,3.00
1103,08/09/2014,10,07,12,14,18,04,25,05,16,02,21,09,20,11,22,21,1252,23708,210230,959977,56657.37,417.72,15.00,6.00,3.00
1104,10/09/2014,15,09,14,02,21,06,19,18,11,08,23,22,13,16,05,6,1109,29131,284124,1444711,310070.39,737.39,15.00,6.00,3.00
1105,12/09/2014,11,09,13,25,24,17,18,15,01,06,04,20,23,07,02,15,1386,31837,316512,1481403,117156.05,557.32,15.00,6.00,3.00
1106,15/09/2014,11,10,15,24,19,03,12,14,23,02,13,16,04,21,09,4,488,18020,243860,1357085,478100.64,1722.57,15.00,6.00,3.00
1107,17/09/2014,01,19,16,10,04,18,20,11,24,12,08,21,14,09,02,7,721,22091,247818,1293942,273352.05,1166.55,15.00,6.00,3.00
1108,19/09/2014,12,17,25,22,21,08,14,02,01,05,07,13,24,09,04,4,1120,22953,259520,1398354,442633.42,694.87,15.00,6.00,3.00
1109,22/09/2014,04,09,08,01,06,11,17,20,07,18,19,21,25,05,10,2,380,12936,172203,1098560,1186674.68,1921.74,15.00,6.00,3.00
1110,24/09/2014,25,01,15,10,09,02,03,04,06,20,24,22,19,17,18,0,315,13016,193906,1136223,0.00,2079.24,15.00,6.00,3.00
1111,26/09/2014,15,09,02,13,23,14,22,06,25,03,24,16,11,12,04,4,991,31566,377791,1816230,1139732.18,1077.97,15.00,6.00,3.00
1112,29/09/2014,17,16,20,07,02,22,15,08,12,01,24,06,03,18,13,5,512,18787,237649,1228639,388932.47,1669.52,15.00,6.00,3.00
1113,01/10/2014,07,22,24,01,15,20,19,17,09,25,14,12,06,13,03,4,1021,27300,262213,1296047,409143.59,704.57,15.00,6.00,3.00
1114,03/10/2014,20,05,08,18,12,06,22,04,11,10,19,01,15,02,03,4,475,18773,225065,1357920,501959.52,1300.63,15.00,6.00,3.00
1115,06/10/2014,08,23,03,22,17,11,20,18,07,24,09,10,02,12,25,3,793,22959,256981,1311089,556188.99,924.88,15.00,6.00,3.00
1116,08/10/2014,01,06,09,05,25,22,12,21,02,04,15,18,03,17,24,4,658,21399,260290,1291171,458691.55,1225.66,15.00,6.00,3.00
1117,10/10/2014,08,19,11,16,12,13,15,21,01,03,05,23,07,14,02,3,602,20503,257019,1432100,580834.29,1272.31,15.00,6.00,3.00
1118,13/10/2014,24,11,05,14,01,13,08,15,25,10,02,21,23,06,20,7,605,23163,296624,1309570,227454.00,1156.79,15.00,6.00,3.00
1119,15/10/2014,18,05,15,12,03,17,07,10,01,20,14,06,23,02,08,6,662,21209,244545,1295689,275733.74,1098.50,15.00,6.00,3.00
1120,17/10/2014,05,09,10,13,08,24,19,04,02,18,17,14,16,12,06,2,557,22063,255913,1334951,837318.77,1321.55,15.00,6.00,3.00
1121,20/10/2014,01,17,22,23,04,09,08,25,20,06,02,12,05,18,11,3,692,18930,210069,1150063,576039.22,1097.70,15.00,6.00,3.00
1122,22/10/2014,16,03,21,07,11,12,13,02,19,24,10,25,14,20,23,4,507,19267,242287,1252543,428378.51,1485.58,15.00,6.00,3.00
1123,24/10/2014,13,06,04,08,11,24,22,10,16,15,19,23,07,02,17,7,1268,26968,251413,1211834,241613.08,586.29,15.00,6.00,3.00
1124,27/10/2014,06,22,13,12,24,03,15,01,05,19,04,25,21,10,08,3,633,21008,237375,1251168,537749.69,1120.25,15.00,6.00,3.00
1125,29/10/2014,22,04,12,03,13,18,01,25,16,11,06,17,21,15,09,3,433,15578,200219,1104391,634432.42,1352.50,15.00,6.00,3.00
1126,31/10/2014,16,13,25,07,03,12,22,24,17,19,08,05,18,23,06,2,605,21231,250946,1291504,849924.12,1235.01,15.00,6.00,3.00
1127,03/11/2014,22,03,06,13,15,16,09,24,17,01,14,08,11,23,04,1,676,19989,232294,1174606,1805531.45,1174.02,15.00,6.00,3.00
1128,05/11/2014,03,07,10,01,11,02,24,16,14,04,25,06,17,20,12,1,454,16553,193920,1097782,2119600.42,1436.53,15.00,6.00,3.00
1129,07/11/2014,21,03,22,18,17,05,13,19,07,02,08,04,16,23,12,5,787,25979,292972,1269964,281337.78,785.67,15.00,6.00,3.00
1130,10/11/2014,02,05,01,12,08,22,15,13,25,14,20,17,10,11,24,3,605,20445,244226,1265877,546804.58,1191.83,15.00,6.00,3.00
1131,12/11/2014,02,03,25,06,14,15,04,21,20,12,24,22,17,16,19,2,2117,16081,214646,1236658,955752.26,396.89,15.00,6.00,3.00
1132,14/11/2014,17,22,01,23,12,07,09,08,14,11,21,06,02,13,24,2,402,16714,248052,1289600,916916.68,1403.62,15.00,6.00,3.00
1133,17/11/2014,06,08,16,04,13,18,12,09,02,24,10,14,25,07,05,2,453,22944,210142,1105535,663160.43,1286.97,15.00,6.00,3.00
1134,19/11/2014,10,02,17,13,14,23,11,04,20,01,25,18,08,12,15,5,554,20193,253694,1279332,326065.77,1293.55,15.00,6.00,3.00
1135,21/11/2014,16,09,04,18,15,17,03,10,08,05,23,24,12,25,19,4,539,17046,211764,1140612,438011.49,1428.81,15.00,6.00,3.00
1136,24/11/2014,06,22,10,01,19,11,24,07,09,17,05,15,02,18,21,4,504,17203,213223,1189269,466867.51,1628.70,15.00,6.00,3.00
1137,26/11/2014,23,21,15,08,09,02,05,19,11,04,20,12,07,10,25,2,560,19417,232427,1200513,827881.58,1299.65,15.00,6.00,3.00
1138,28/11/2014,13,01,21,07,20,22,11,06,05,03,16,02,18,15,10,4,1076,31382,310119,1257078,384620.32,628.49,15.00,6.00,3.00
1139,01/12/2014,18,22,17,16,02,01,19,15,11,06,03,25,14,21,13,1,303,12072,181076,1177788,2201111.46,2235.20,15.00,6.00,3.00
1140,03/12/2014,24,21,03,20,15,04,10,19,07,08,23,05,06,18,25,0,386,15516,209836,1298920,0.00,1554.60,15.00,6.00,3.00
1141,05/12/2014,18,09,17,11,05,16,10,24,22,06,12,25,13,15,23,4,592,23206,314532,1920172,1190925.71,1462.30,15.00,6.00,3.00
1142,08/12/2014,24,22,10,20,09,23,16,15,12,07,08,13,19,04,02,2,836,23198,256342,1263713,747916.43,786.49,15.00,6.00,3.00
1143,10/12/2014,01,03,04,10,11,18,12,23,13,14,17,06,16,24,25,4,571,18883,239090,1289297,460903.92,1419.23,15.00,6.00,3.00
1144,12/12/2014,04,24,25,07,06,18,02,08,23,17,10,19,03,14,13,6,1236,29640,315854,1451025,241841.41,516.03,15.00,6.00,3.00
1145,15/12/2014,13,17,14,15,06,05,09,11,03,23,08,16,18,04,24,6,746,37952,252358,1308997,271763.87,960.77,15.00,6.00,3.00
1146,17/12/2014,24,17,02,07,13,21,04,03,11,22,25,15,19,05,18,4,651,23815,279365,1411948,360410.22,973.40,15.00,6.00,3.00
1147,19/12/2014,12,14,22,11,01,20,18,08,06,15,19,09,16,07,25,1,301,12821,190465,1092199,2369438.83,2422.12,15.00,6.00,3.00
1148,22/12/2014,05,17,03,24,06,14,19,01,13,16,10,04,18,09,20,2,322,12633,187656,1130100,1079807.50,2063.65,15.00,6.00,3.00
1149,24/12/2014,21,19,08,02,01,23,18,06,12,07,15,22,10,03,17,2,429,14289,186969,984735,719185.53,1473.77,15.00,6.00,3.00
1150,26/12/2014,12,11,20,13,09,18,07,17,23,22,05,08,24,15,14,2,482,16197,195615,1064448,604238.68,1102.07,15.00,6.00,3.00
1151,29/12/2014,11,03,24,07,15,21,12,25,09,22,16,01,14,10,20,4,460,17742,209598,1093353,459987.86,1758.19,15.00,6.00,3.00
1152,31/12/2014,10,19,03,18,04,20,22,08,09,16,07,05,25,12,21,2,259,9757,135337,836435,778768.69,1850.36,15.00,6.00,3.00
1153,02/01/2015,03,09,18,06,25,12,02,01,05,24,19,20,13,15,08,3,522,15414,174490,910818,392949.95,992.67,15.00,6.00,3.00
1154,05/01/2015,03,15,04,25,17,01,11,21,13,16,10,05,24,19,23,0,702,31672,294190,1344456,0.00,754.55,15.00,6.00,3.00
1155,07/01/2015,22,24,13,12,04,19,18,08,09,03,16,02,25,15,01,8,1349,37110,378572,1808028,410025.11,676.16,15.00,6.00,3.00
1156,09/01/2015,03,01,22,15,13,25,21,12,11,24,17,04,14,06,07,0,420,16951,252050,1362970,0.00,1527.33,15.00,6.00,3.00
1157,12/01/2015,02,06,11,08,16,05,18,22,04,21,07,24,13,15,12,6,937,30766,346838,1789798,738515.95,1100.68,15.00,6.00,3.00
1158,14/01/2015,03,02,13,15,19,25,16,10,22,20,07,05,17,24,14,9,724,24208,270149,1353881,201672.54,1101.96,15.00,6.00,3.00
1159,16/01/2015,15,08,04,24,16,02,22,01,14,06,17,23,09,25,03,3,562,22730,231018,1275540,696391.36,1634.01,15.00,6.00,3.00
1160,19/01/2015,07,17,06,04,22,18,10,16,11,05,25,15,08,02,21,3,424,16434,222231,1185333,688006.87,1497.84,15.00,6.00,3.00
1161,21/01/2015,02,01,25,22,11,05,19,17,04,18,06,15,08,24,10,5,1035,26534,280113,1247330,310457.21,659.24,15.00,6.00,3.00
1162,23/01/2015,19,21,03,13,25,11,15,20,01,18,23,09,07,04,24,11,1440,40577,363592,1479490,102077.86,342.75,15.00,6.00,3.00
1163,26/01/2015,24,11,07,13,21,14,12,16,06,09,17,23,19,02,20,1,576,20836,242672,1236105,1867921.45,1425.45,15.00,6.00,3.00
1164,28/01/2015,04,05,15,20,08,17,10,03,23,21,11,24,13,22,25,7,713,24177,291098,1433864,189144.37,816.24,15.00,6.00,3.00
1165,30/01/2015,18,09,12,21,22,25,03,08,10,19,02,05,15,17,01,2,589,20036,251573,1397441,877464.49,1309.67,15.00,6.00,3.00
1166,02/02/2015,19,02,17,14,10,20,21,06,15,12,05,18,24,09,04,3,686,22016,246471,1245506,616486.15,1185.05,15.00,6.00,3.00
1167,04/02/2015,23,07,05,02,16,18,04,12,11,15,09,14,08,21,01,4,640,20502,232789,1234202,473836.81,1301.74,15.00,6.00,3.00
1168,06/02/2015,16,25,24,04,08,11,19,13,23,01,05,09,07,10,03,5,595,22091,291652,1460421,311311.55,1149.91,15.00,6.00,3.00
1169,09/02/2015,22,21,04,15,08,18,09,17,25,12,16,03,24,02,07,4,699,21979,258006,1351133,400866.58,1008.32,15.00,6.00,3.00
1170,11/02/2015,10,01,18,04,08,15,13,22,20,02,21,07,16,25,19,3,634,20663,233917,1240784,647596.70,1346.96,15.00,6.00,3.00
1171,13/02/2015,17,14,21,08,12,16,18,23,01,13,22,20,11,07,15,1,355,13902,224453,1173519,2300961.79,1994.33,15.00,6.00,3.00
1172,18/02/2015,24,11,08,20,10,12,25,09,13,23,19,16,06,14,02,1,705,14069,198218,1099818,1744500.41,1087.67,15.00,6.00,3.00
1173,20/02/2015,21,16,11,09,04,08,22,20,01,02,18,05,19,14,07,1,413,17120,221866,1181935,2163456.64,1611.82,15.00,6.00,3.00
1174,23/02/2015,05,15,03,11,06,10,01,13,02,23,18,19,09,08,17,7,811,28183,303396,1514567,178710.18,678.02,15.00,6.00,3.00
1175,25/02/2015,08,19,24,15,12,23,21,01,03,25,10,04,14,20,13,1,512,19620,247783,1296485,1595985.68,1370.18,15.00,6.00,3.00
1176,27/02/2015,05,07,16,19,25,15,12,23,02,20,13,11,03,10,18,3,698,25478,279317,1403735,510552.33,964.54,15.00,6.00,3.00
1177,02/03/2015,09,17,02,10,16,03,11,25,22,12,23,20,08,06,05,3,587,19019,221344,1197839,701474.06,1575.84,15.00,6.00,3.00
1178,04/03/2015,20,04,16,19,01,17,11,07,09,18,24,08,23,12,21,3,326,15255,206292,1222447,690246.30,1954.45,15.00,6.00,3.00
1179,06/03/2015,09,07,15,05,19,08,20,21,06,01,02,25,03,13,18,3,496,22763,271836,1490266,578249.52,1537.35,15.00,6.00,3.00
1180,09/03/2015,09,10,22,11,07,23,02,13,19,06,20,01,14,15,08,0,299,13637,185213,1223802,0.00,2246.23,15.00,6.00,3.00
1181,11/03/2015,23,21,24,09,11,14,20,05,04,08,03,13,07,22,06,3,541,19932,283733,1694528,1757452.83,1757.19,15.00,6.00,3.00
1182,13/03/2015,21,08,16,06,18,10,20,13,22,07,12,24,25,03,19,3,646,17244,241549,1308110,709341.60,1447.98,15.00,6.00,3.00
1183,16/03/2015,16,22,04,20,01,11,14,25,15,13,19,03,18,24,09,3,699,20572,245877,1289743,622023.76,1173.46,15.00,6.00,3.00
1184,18/03/2015,06,21,19,25,16,18,04,02,11,14,20,17,12,07,10,1,358,14636,196640,1121789,2133412.26,1833.62,15.00,6.00,3.00
1185,20/03/2015,25,13,03,24,21,05,09,14,16,06,19,18,22,07,23,3,602,22422,251471,1332381,559158.61,1224.83,15.00,6.00,3.00
1186,23/03/2015,14,04,05,24,20,22,06,09,15,23,02,16,11,01,18,4,525,18439,215732,1171676,489607.29,1639.71,15.00,6.00,3.00
1187,25/03/2015,22,23,11,16,21,08,12,02,04,19,10,25,07,14,01,9,899,21820,228077,1163799,192823.52,848.51,15.00,6.00,3.00
1188,27/03/2015,02,06,23,05,10,18,24,01,14,08,13,22,20,12,04,4,1810,37375,282671,1281067,370853.61,360.24,15.00,6.00,3.00
1189,30/03/2015,12,19,05,25,18,13,04,20,09,08,21,17,14,03,15,6,479,17172,226268,1251233,288381.73,1587.82,15.00,6.00,3.00
1190,01/04/2015,23,09,21,17,10,25,14,02,03,04,15,16,22,11,06,1,475,15338,184727,1058979,2136248.97,1383.81,15.00,6.00,3.00
1191,04/04/2015,18,07,01,24,17,22,10,14,03,02,16,05,25,12,13,1,411,15298,183368,938082,1252095.70,1339.10,15.00,6.00,3.00
1192,06/04/2015,15,20,05,16,19,09,21,02,06,12,01,03,13,04,11,1,321,12037,159639,924064,1466301.62,1405.51,15.00,6.00,3.00
1193,08/04/2015,01,09,23,25,18,07,04,15,08,14,10,20,19,22,13,1,616,21309,262626,1256782,1542823.69,1100.91,15.00,6.00,3.00
1194,10/04/2015,23,12,10,02,18,09,08,16,22,19,25,24,15,17,04,1,522,21582,260475,1318828,1566231.31,1318.87,15.00,6.00,3.00
1195,13/04/2015,10,05,12,11,17,01,22,20,15,06,19,14,25,18,09,2,348,14838,198939,1148531,1032629.25,1826.05,15.00,6.00,3.00
1196,15/04/2015,12,04,17,09,20,08,23,16,11,01,06,02,07,19,18,3,354,15957,176143,1056763,696392.77,1815.89,15.00,6.00,3.00
1197,17/04/2015,17,14,08,13,05,18,04,07,01,24,25,06,20,16,11,3,387,14561,203302,1124707,691984.93,1650.53,15.00,6.00,3.00
1198,20/04/2015,23,06,03,01,15,11,07,21,10,04,25,17,09,20,22,1,438,17570,227127,1151587,1723524.11,1729.66,15.00,6.00,3.00
1199,22/04/2015,04,25,02,21,06,01,10,24,22,14,15,05,16,03,19,2,521,11269,152319,892622,814375.76,1374.15,15.00,6.00,3.00
1200,24/04/2015,16,06,10,14,08,22,07,05,11,12,24,25,04,15,03,2,350,14640,195461,1175668,967752.48,1701.54,15.00,6.00,3.00
1201,27/04/2015,22,16,19,09,10,25,14,20,11,21,24,18,23,06,05,2,406,14855,200625,1107123,988362.39,1498.09,15.00,6.00,3.00
1202,29/04/2015,10,04,17,02,03,18,23,16,08,25,24,14,13,20,19,5,430,17761,226483,1210941,332119.02,1697.51,15.00,6.00,3.00
1203,02/05/2015,02,23,06,01,17,24,12,11,05,25,14,03,13,22,15,4,351,23666,164273,962740,373757.42,1310.57,15.00,6.00,3.00
1204,04/05/2015,09,22,15,23,01,05,20,12,02,21,19,08,13,07,16,8,658,17103,191301,1011166,174068.07,930.25,15.00,6.00,3.00
1205,06/05/2015,18,11,20,25,03,08,01,17,21,24,22,12,09,14,06,2,841,22569,231468,1163523,893289.14,933.78,15.00,6.00,3.00
1206,08/05/2015,11,07,01,21,23,25,15,05,03,24,14,22,18,13,10,7,706,22936,294203,1452786,204215.72,890.02,15.00,6.00,3.00
1207,11/05/2015,21,03,13,09,15,12,01,11,19,18,14,24,10,04,07,2,499,19145,234741,1288012,817265.12,1439.82,15.00,6.00,3.00
1208,13/05/2015,20,14,19,15,25,05,24,22,10,03,01,11,04,18,02,1,501,17461,224909,1247198,1800550.78,1579.74,15.00,6.00,3.00
1209,15/05/2015,09,04,05,19,03,14,15,18,20,07,10,24,08,16,11,3,435,16677,224890,1262525,627419.15,1331.40,15.00,6.00,3.00
1210,18/05/2015,13,22,25,19,21,11,15,20,01,02,16,08,10,18,04,13,3318,28040,262558,1310830,117138.10,201.73,15.00,6.00,3.00
1211,20/05/2015,17,02,07,23,03,16,10,11,20,24,12,15,05,01,13,2,456,17973,219018,1209692,832743.80,1605.44,15.00,6.00,3.00
1212,22/05/2015,09,02,17,01,06,07,18,24,03,20,10,08,05,16,15,4,372,16205,165259,1050365,521682.66,1726.00,15.00,6.00,3.00
1213,25/05/2015,25,17,10,20,07,05,18,09,14,24,08,03,02,06,23,6,296,14256,195972,1017995,319755.76,1994.32,20.00,8.00,4.00
1214,27/05/2015,23,19,20,13,04,21,05,02,07,09,18,01,14,03,08,2,475,15762,189378,989378,775596.57,1435.45,20.00,8.00,4.00
1215,29/05/2015,14,21,15,18,20,03,09,24,13,22,12,17,07,11,16,2,395,13594,192678,932594,925164.99,1441.35,20.00,8.00,4.00
1216,01/06/2015,18,15,02,17,10,24,14,20,01,21,22,12,03,23,07,1,427,15077,183099,976241,1791538.06,1844.23,20.00,8.00,4.00
1217,03/06/2015,12,10,11,13,17,01,09,19,25,03,08,20,07,06,24,1,255,11493,158349,951456,1984077.81,2394.06,20.00,8.00,4.00
1218,05/06/2015,11,02,21,05,13,18,03,07,09,14,23,10,20,04,01,1,621,24018,187786,928005,1052205.73,744.77,20.00,8.00,4.00
1219,08/06/2015,05,23,06,08,25,22,10,09,02,14,03,16,04,19,20,0,238,12527,159601,918817,0.00,2584.10,20.00,8.00,4.00
1220,10/06/2015,23,03,20,18,07,14,04,06,13,17,25,19,05,02,09,4,473,20133,266061,1364338,1026828.47,1371.62,20.00,8.00,4.00
1221,12/06/2015,10,22,03,24,18,19,15,02,12,06,09,23,14,04,21,2,565,17566,198564,1024426,896752.87,1395.31,20.00,8.00,4.00
1222,15/06/2015,09,04,13,15,02,20,08,05,22,24,03,11,10,01,17,5,523,18306,207989,1062637,290026.29,1218.77,20.00,8.00,4.00
1223,17/06/2015,22,18,21,14,20,06,08,17,23,07,10,02,16,09,13,1,247,10152,146636,871691,2121040.55,2642.22,20.00,8.00,4.00
1224,19/06/2015,19,08,02,12,01,15,18,04,14,05,16,06,17,11,09,4,486,11599,147382,845017,524104.00,1327.27,20.00,8.00,4.00
1225,22/06/2015,24,20,02,05,15,07,03,23,17,25,18,14,13,11,21,2,693,22558,235272,1141021,503805.02,639.11,20.00,8.00,4.00
1226,24/06/2015,08,23,24,10,07,15,22,14,01,11,19,21,05,17,03,3,645,17883,183335,851407,423954.14,866.76,20.00,8.00,4.00
1227,26/06/2015,25,10,11,21,14,01,19,07,09,13,12,08,02,17,22,2,319,12279,163631,893202,875663.02,1689.24,20.00,8.00,4.00
1228,29/06/2015,07,09,04,12,03,10,01,02,17,23,06,22,24,13,20,2,388,15319,176317,943283,766948.00,1737.73,20.00,8.00,4.00
1229,01/07/2015,14,17,20,07,03,25,19,05,08,22,02,06,01,24,13,4,478,14740,178924,940954,430153.05,1582.24,20.00,8.00,4.00
1230,03/07/2015,19,17,08,11,21,07,12,05,06,18,01,10,13,02,03,1,404,14404,185410,1012230,1664045.97,1810.51,20.00,8.00,4.00
1231,06/07/2015,22,07,12,01,13,25,03,20,05,04,15,08,16,21,18,2,634,17632,191333,982907,876511.07,1215.39,20.00,8.00,4.00
1232,08/07/2015,15,25,05,24,13,23,03,10,06,19,09,16,14,21,02,1,547,16521,192970,1001460,1730536.94,1390.63,20.00,8.00,4.00
1233,10/07/2015,16,05,01,09,04,15,18,25,17,23,22,19,14,10,13,3,336,11052,143522,849020,668188.71,1835.68,20.00,8.00,4.00
1234,13/07/2015,10,18,01,19,24,02,17,05,25,14,09,16,20,21,08,1,241,9362,126274,811077,2249837.46,2872.44,20.00,8.00,4.00
1235,15/07/2015,13,12,06,04,10,24,11,02,18,20,17,15,03,01,09,1,383,14044,181557,955029,1592534.98,1827.71,20.00,8.00,4.00
1236,17/07/2015,02,09,25,23,06,05,01,03,11,17,19,12,10,07,13,9,783,27094,274509,1148788,115640.66,584.26,20.00,8.00,4.00
1237,20/07/2015,22,12,24,03,14,25,21,08,06,10,05,09,07,18,13,1,279,10894,158272,930832,1937958.14,2137.26,20.00,8.00,4.00
1238,22/07/2015,17,14,05,15,18,11,02,09,13,16,03,21,25,08,07,2,464,15927,200742,982100,749682.40,1420.39,20.00,8.00,4.00
1239,24/07/2015,14,24,16,12,09,15,10,18,08,11,20,06,22,13,05,2,395,15556,190547,892606,875384.91,1363.79,20.00,8.00,4.00
1240,27/07/2015,18,22,13,24,16,01,20,05,06,04,09,19,12,02,03,3,348,12563,167553,897961,590817.28,1567.16,20.00,8.00,4.00
1241,29/07/2015,01,10,25,09,15,04,17,08,11,05,12,20,24,22,13,1,432,18042,177847,916606,1546030.95,1573.08,20.00,8.00,4.00
1242,31/07/2015,24,14,20,01,07,15,16,05,04,25,02,19,23,11,21,0,347,11868,156146,883027,0.00,1742.36,20.00,8.00,4.00
1243,03/08/2015,04,25,17,14,05,01,08,02,16,15,13,12,22,24,06,2,527,18709,237141,1277542,2217441.97,1442.09,20.00,8.00,4.00
1244,05/08/2015,16,19,10,07,17,03,12,13,01,23,11,21,05,09,25,37,5503,61942,299525,1066597,22561.88,66.68,20.00,8.00,4.00
1245,07/08/2015,21,06,25,16,05,09,18,19,03,11,08,15,17,04,02,0,294,11311,161088,926795,0.00,2346.10,20.00,8.00,4.00
1246,10/08/2015,19,24,08,18,13,10,17,22,07,01,12,16,09,04,25,2,427,19415,242849,1302608,2270432.38,1656.76,20.00,8.00,4.00
